patch100-Math-50_GenProg_PatchNaturalnessYe_Incorrect,Math,50,Correct,147.68728733062744
patch291-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Correct,256.58969044685364
patch170-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Incorrect,248.931884765625
patch118-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Error,13.408819198608398
patch516-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Incorrect,251.02770519256592
patch448-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Correct,227.54251670837402
patch44-Math-31_GenProg_PatchNaturalnessYe_Incorrect,Math,31,Correct,50.75046920776367
patch197-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Correct,195.50319147109985
patch403-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Incorrect,182.94385409355164
patch44-Chart-1_GenProg_PatchNaturalnessYe_Incorrect,Chart,1,Correct,372.87396216392517
patch220-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,267.5549294948578
patch237-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Incorrect,173.23115730285645
patch542-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Correct,274.3753080368042
patch298-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Correct,236.82459211349487
patch127-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Correct,163.0307068824768
patch463-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,233.32865571975708
patch257-Math-50_GenProg_PatchNaturalnessYe_Incorrect,Math,50,Incorrect,175.09918642044067
patch65-Math-22_GenProg_PatchNaturalnessYe_Incorrect,Math,22,Correct,107.49446773529053
patch45-Math-22_GenProg_PatchNaturalnessYe_Incorrect,Math,22,Correct,84.61686873435974
patch356-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Incorrect,179.41320657730103
patch38-Lang-7_GenProg_PatchNaturalnessYe_Incorrect,Lang,7,Correct,80.42043471336365
patch552-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,275.0262508392334
patch192-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Incorrect,214.821946144104
patch374-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Correct,235.11667561531067
patch23-Math-85_GenProg_PatchNaturalnessYe_Incorrect,Math,85,Incorrect,154.37381625175476
patch21-Chart-1_GenProg_PatchNaturalnessYe_Incorrect,Chart,1,Incorrect,583.8180928230286
patch70-Math-85_GenProg_PatchNaturalnessYe_Incorrect,Math,85,Incorrect,164.58211135864258
patch19-Lang-7_GenProg_PatchNaturalnessYe_Incorrect,Lang,7,Correct,70.28721809387207
patch102-Chart-1_GenProg_PatchNaturalnessYe_Incorrect,Chart,1,Incorrect,377.38217306137085
patch369-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Incorrect,263.80665707588196
patch188-Chart-1_GenProg_PatchNaturalnessYe_Incorrect,Chart,1,,290.5035910606384
patch3-Chart-5_GenProg_PatchNaturalnessYe_Incorrect,Chart,5,Incorrect,88.25015306472778
patch185-Chart-1_GenProg_PatchNaturalnessYe_Incorrect,Chart,1,Incorrect,397.0174894332886
patch511-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,281.46152925491333
patch498-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Incorrect,285.2130968570709
patch153-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Incorrect,223.80999994277954
patch12-Chart-13_GenProg_PatchNaturalnessYe_Incorrect,Chart,13,Correct,67.72686839103699
patch539-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,248.49098825454712
patch173-Chart-1_GenProg_PatchNaturalnessYe_Incorrect,Chart,1,,249.62328100204468
patch312-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Incorrect,267.56798577308655
patch105-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Correct,83.31664395332336
patch64-Chart-1_GenProg_PatchNaturalnessYe_Incorrect,Chart,1,,263.949923992157
patch164-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Correct,262.4476909637451
patch211-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Correct,82.95336508750916
patch51-Math-73_GenProg_PatchNaturalnessYe_Incorrect,Math,73,Incorrect,967.0511500835419
patch100-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Correct,242.94636750221252
patch30-Math-22_GenProg_PatchNaturalnessYe_Incorrect,Math,22,Correct,108.60760545730591
patch260-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Correct,94.65417337417603
patch387-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,257.1632378101349
patch36-Math-85_GenProg_PatchNaturalnessYe_Incorrect,Math,85,Correct,116.35453367233276
patch207-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,268.24238681793213
patch131-Chart-1_GenProg_PatchNaturalnessYe_Incorrect,Chart,1,Incorrect,572.0701198577881
patch50-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Correct,325.2360010147095
patch110-Math-31_GenProg_PatchNaturalnessYe_Incorrect,Math,31,Correct,491.3459515571594
patch175-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,Correct,90.20828366279602
patch150-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Incorrect,319.68214988708496
patch541-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Incorrect,161.6761085987091
patch18-Chart-13_GenProg_PatchNaturalnessYe_Incorrect,Chart,13,Correct,81.37989091873169
patch17-Math-31_GenProg_PatchNaturalnessYe_Incorrect,Math,31,Correct,493.84744238853455
patch42-Math-31_GenProg_PatchNaturalnessYe_Incorrect,Math,31,Correct,71.9182801246643
patch512-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,285.5678973197937
patch247-Math-50_GenProg_PatchNaturalnessYe_Incorrect,Math,50,Incorrect,169.88636589050293
patch385-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,270.7957196235657
patch167-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,296.2340908050537
patch30-Lang-7_GenProg_PatchNaturalnessYe_Incorrect,Lang,7,Correct,78.529714345932
patch479-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,289.4036226272583
patch345-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,,2211.9844496250153
patch314-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,,2269.671014070511
patch452-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Correct,262.1547191143036
patch233-Math-8_GenProg_PatchNaturalnessYe_Incorrect,Math,8,,2269.7734756469727
patch207-Chart-1_GenProg_PatchNaturalnessYe_Incorrect,Chart,1,Correct,74.23226261138916
patch103-Chart-1_GenProg_PatchNaturalnessYe_Incorrect,Chart,1,Incorrect,332.91703152656555
patch337-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,278.1886103153229
patch288-Math-80_GenProg_PatchNaturalnessYe_Incorrect,Math,80,Correct,239.86274790763855
patch264-Math-81_GenProg_PatchNaturalnessYe_Incorrect,Math,81,Incorrect,241.15081024169922
